no-side-tab-border	components/customers/CustomerIntelligenceDrawer.tsx:765:11	Your users see an off, dated thick border on one side (left: 3px), so use a soft
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:784:21	This inline style has 9 properties, which is hard to read & rebuilds every rende
no-outline-none	components/customers/CustomerIntelligenceDrawer.tsx:803:15	Your keyboard users can't tell where they are because outline: none hides the fo
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:866:24	This inline style has 10 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:933:20	This inline style has 15 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/customers/CustomerIntelligenceDrawer.tsx:948:20	This inline style has 14 properties, which is hard to read & rebuilds every rend
prefer-useReducer	components/apply/FoundingMerchantApplicationForm.tsx:12:109	8 useState calls in "FoundingMerchantApplicationForm" can each trigger a separat
no-giant-component	components/layout/CommandPalette.tsx:122:25	Component "CommandPalette" is 382 lines long, which is hard to read & change. Sp
prefer-useReducer	components/layout/CommandPalette.tsx:122:82	6 useState calls in "CommandPalette" can each trigger a separate render.
rerender-state-only-in-handlers	components/layout/CommandPalette.tsx:179:9	Each update to "prevIsOpen" redraws your component for nothing because this useS
no-cascading-set-state	components/layout/CommandPalette.tsx:141:3	9 setState calls in one useEffect redraw your screen each time they run together
no-fetch-in-effect	components/layout/CommandPalette.tsx:141:3	fetch() inside useEffect races, double-fires & leaks for your users.
js-combine-iterations	components/layout/CommandPalette.tsx:157:31	This loops over your list twice because .filter().map() makes two passes, so do 
no-derived-useState	components/layout/CommandPalette.tsx:179:39	Your users see a stale value when prop "isOpen" changes because useState copies 
no-chain-state-updates	components/layout/CommandPalette.tsx:257:5	Chaining state updates triggers an extra render each step.
no-derived-state-effect	components/layout/CommandPalette.tsx:256:3	Your users briefly see stale state on every prop change.
prefer-html-dialog	components/layout/CommandPalette.tsx:280:9	Keyboard users can tab out of this `role="dialog"` modal because it has no built
prefer-tag-over-role	components/layout/CommandPalette.tsx:280:9	Screen reader users get more reliable semantics from `<dialog>` than `role="dial
prefer-module-scope-pure-function	components/dashboard/InsightsStrip.tsx:20:3	`colorFor` inside `InsightsStrip` uses no local state but is rebuilt on every re
prefer-useReducer	components/OnboardingClient.tsx:65:27	8 useState calls in "OnboardingClient" can each trigger a separate render.
no-giant-component	components/evidence/EvidencePackageForm.tsx:33:17	Component "EvidencePackageForm" is 376 lines long, which is hard to read & chang
prefer-useReducer	components/audit/CustomerNotes.tsx:26:82	8 useState calls in "CustomerNotes" can each trigger a separate render.
no-cascading-set-state	components/audit/CustomerNotes.tsx:36:3	3 setState calls in one useEffect redraw your screen each time they run together
no-fetch-in-effect	components/audit/CustomerNotes.tsx:36:3	fetch() inside useEffect races, double-fires & leaks for your users.
no-generic-handler-names	components/customers/InvestigationStatusSelect.tsx:37:7	The handler name "handleChange" says when it runs, not what it does, so name it 
prefer-tag-over-role	components/settings/AppearanceSettings.tsx:44:11	Screen reader users get more reliable semantics from `<address>` than `role="gro
no-giant-component	components/settings/ApiIntegrationsClient.tsx:94:25	Component "ApiIntegrationsClient" is 540 lines long, which is hard to read & cha
prefer-useReducer	components/settings/ApiIntegrationsClient.tsx:98:4	8 useState calls in "ApiIntegrationsClient" can each trigger a separate render.
click-events-have-key-events	components/settings/ApiIntegrationsClient.tsx:473:8	Keyboard users can't trigger this click handler because there's no keyboard one,
no-noninteractive-element-interactions	components/settings/ApiIntegrationsClient.tsx:473:8	Keyboard & screen reader users can't trigger this `<dialog>` because it isn't in
design-no-vague-button-label	components/settings/ApiIntegrationsClient.tsx:535:19	Screen reader & unsure users can't tell what "Done" does.
click-events-have-key-events	components/settings/ApiIntegrationsClient.tsx:588:8	Keyboard users can't trigger this click handler because there's no keyboard one,
no-noninteractive-element-interactions	components/settings/ApiIntegrationsClient.tsx:588:8	Keyboard & screen reader users can't trigger this `<dialog>` because it isn't in
no-giant-component	components/upload/UploadClient.tsx:105:25	Component "UploadClient" is 1704 lines long, which is hard to read & change. Spl
prefer-useReducer	components/upload/UploadClient.tsx:105:81	27 useState calls in "UploadClient" can each trigger a separate render.
rerender-memo-with-default-value	components/upload/UploadClient.tsx:105:56	This keeps redrawing children that compare props because default prop value [] m
rerender-state-only-in-handlers	components/upload/UploadClient.tsx:117:9	Each update to "runId" redraws your component for nothing because this useState 
rerender-state-only-in-handlers	components/upload/UploadClient.tsx:127:9	Each update to "fileHash" redraws your component for nothing because this useSta
no-initialize-state	components/upload/UploadClient.tsx:137:28	Your users see an extra render with empty "exportGuideOpen" because a useEffect 
rerender-lazy-ref-init	components/upload/UploadClient.tsx:145:55	useRef(new Set()) rebuilds this value on every render & throws it away.
prefer-module-scope-pure-function	components/upload/UploadClient.tsx:164:3	`validateCsvFile` inside `UploadClient` uses no local state but is rebuilt on ev
js-combine-iterations	components/upload/UploadClient.tsx:173:31	This loops over your list twice because .map().filter() makes two passes, so do 
prefer-module-scope-pure-function	components/upload/UploadClient.tsx:201:3	`checkDuplicateFile` inside `UploadClient` uses no local state but is rebuilt on
prefer-module-scope-pure-function	components/upload/UploadClient.tsx:225:3	`hashFile` inside `UploadClient` uses no local state but is rebuilt on every ren
exhaustive-deps	components/upload/UploadClient.tsx:297:6	`useCallback` can run with a stale `handleFile` & show your users old data.
no-derived-state	components/upload/UploadClient.tsx:355:30	Storing "dataQuality" in state when you can derive it from other values costs an
no-event-handler	components/upload/UploadClient.tsx:355:9	Faking an event handler with state plus a useEffect costs an extra render & runs
nextjs-no-client-side-redirect	components/upload/UploadClient.tsx:620:11	router.push() in useEffect flashes the wrong page before redirecting.
no-fetch-in-effect	components/upload/UploadClient.tsx:604:3	fetch() inside useEffect races, double-fires & leaks for your users.
prefer-module-scope-pure-function	components/upload/UploadClient.tsx:671:3	`downloadTemplate` inside `UploadClient` uses no local state but is rebuilt on e
prefer-tag-over-role	components/upload/UploadClient.tsx:949:11	Screen reader users get more reliable semantics from `<button>` than `role="butt
js-combine-iterations	components/upload/UploadClient.tsx:1099:12	This loops over your list twice because .filter().map() makes two passes, so do 
js-combine-iterations	components/upload/UploadClient.tsx:1175:12	This loops over your list twice because .filter().map() makes two passes, so do 
no-render-in-render	components/upload/UploadClient.tsx:1251:12	Your users lose state because "renderDataQualityPanel()" builds UI from an inlin
nextjs-no-img-element	components/settings/OrderSourceClient.tsx:113:19	Plain <img> ships unoptimized, oversized images to your users.
no-aria-hidden-on-focusable	components/ui/DataTable.tsx:44:25	Screen reader users tab to this focusable element but hear nothing because `aria
no-inline-exhaustive-style	components/ui/DataTable.tsx:105:24	This inline style has 11 properties, which is hard to read & rebuilds every rend
no-inline-exhaustive-style	components/ui/ConfidenceBadge.tsx:36:14	This inline style has 8 properties, which is hard to read & rebuilds every rende
no-inline-exhaustive-style	components/ui/Badge.tsx:69:14	This inline style has 9 properties, which is hard to read & rebuilds every rende
no-multi-comp	extensions/chrome/popup/popup.tsx:28:17	This file is harder to navigate with more than one component.
no-multi-comp	extensions/chrome/popup/popup.tsx:62:17	This file is harder to navigate with more than one component.
no-giant-component	extensions/chrome/popup/popup.tsx:62:17	Component "App" is 426 lines long, which is hard to read & change. Split it into
prefer-useReducer	extensions/chrome/popup/popup.tsx:62:23	17 useState calls in "App" can each trigger a separate render.
no-inline-exhaustive-style	components/ui/KbdHint.tsx:19:18	This inline style has 9 properties, which is hard to read & rebuilds every rende
use-lazy-motion	components/ui/animated-grid-pattern.tsx:4:1	Importing "motion" ships about 30 kb of extra code to your users & slows page lo
exhaustive-deps	components/ui/animated-grid-pattern.tsx:63:6	`useEffect` can run with a stale `generateSquares` & show your users old data.
no-derived-state	components/ui/animated-grid-pattern.tsx:61:7	Storing "squares" in state when you can derive it from other values costs an ext
no-event-handler	components/ui/animated-grid-pattern.tsx:60:9	Faking an event handler with state plus a useEffect costs an extra render & runs
rendering-hydration-mismatch-time	components/ui/animated-grid-pattern.tsx:101:20	This breaks hydration because Math.random() reached from JSX gives a different v
nextjs-no-use-search-params-without-suspense	components/shopify/ShopifyIntegrationBanner.tsx:24:24	useSearchParams() without a <Suspense> boundary forces the whole page into clien
nextjs-no-client-side-redirect	components/shopify/ShopifyIntegrationBanner.tsx:65:5	router.replace() in useEffect flashes the wrong page before redirecting.
prefer-tag-over-role	components/shopify/ShopifyIntegrationBanner.tsx:81:7	Screen reader users get more reliable semantics from `<output>` than `role="stat
no-giant-component	components/signup/SignupFlow.tsx:125:25	Component "SignupFlow" is 345 lines long, which is hard to read & change. Split 
prefer-useReducer	components/signup/SignupFlow.tsx:125:38	14 useState calls in "SignupFlow" can each trigger a separate render.
rerender-state-only-in-handlers	components/signup/SignupFlow.tsx:138:9	Each update to "columnMap" redraws your component for nothing because this useSt
no-giant-component	components/settings/GorgiasSupportSyncClient.tsx:72:25	Component "GorgiasSupportSyncClient" is 655 lines long, which is hard to read & 
prefer-useReducer	components/settings/GorgiasSupportSyncClient.tsx:72:72	10 useState calls in "GorgiasSupportSyncClient" can each trigger a separate rend
no-render-in-render	components/settings/GorgiasSupportSyncClient.tsx:534:12	Your users lose state because "renderCredentialFields()" builds UI from an inlin
no-render-in-render	components/settings/GorgiasSupportSyncClient.tsx:711:16	Your users lose state because "renderCredentialFields()" builds UI from an inlin
prefer-tag-over-role	components/ui/UnauthLogo.tsx:46:7	Screen reader users get more reliable semantics from `<img>` than `role="img"`, 
no-large-animated-blur	components/ui/spotlight.tsx:32:11	This can run out of GPU memory on phones because blur(48px) gets heavier as the 
js-combine-iterations	lib/analysis/customerIntelligence.ts:444:19	This loops over your list twice because .filter().map() makes two passes, so do 
no-event-handler	components/ui/Drawer.tsx:34:15	Faking an event handler with a prop plus a useEffect costs an extra render & run
click-events-have-key-events	components/ui/Drawer.tsx:77:6	Keyboard users can't trigger this click handler because there's no keyboard one,
no-noninteractive-element-interactions	components/ui/Drawer.tsx:77:6	Keyboard & screen reader users can't trigger this `<dialog>` because it isn't in
no-giant-component	components/settings/TeamManagementClient.tsx:103:25	Component "TeamManagementClient" is 328 lines long, which is hard to read & chan
prefer-useReducer	components/settings/TeamManagementClient.tsx:103:48	6 useState calls in "TeamManagementClient" can each trigger a separate render.
prefer-tag-over-role	components/settings/TeamManagementClient.tsx:305:11	Screen reader users get more reliable semantics from `<output>` than `role="stat
click-events-have-key-events	components/shopify/SyncStatusCard.tsx:90:6	Keyboard users can't trigger this click handler because there's no keyboard one,
no-noninteractive-element-interactions	components/shopify/SyncStatusCard.tsx:90:6	Keyboard & screen reader users can't trigger this `<dialog>` because it isn't in
no-giant-component	components/shopify/SyncStatusCard.tsx:186:25	Component "SyncStatusCard" is 342 lines long, which is hard to read & change. Sp
js-combine-iterations	lib/evidence/ce3.ts:103:21	This loops over your list twice because .filter().map() makes two passes, so do 
js-combine-iterations	lib/evidence/ce3.ts:155:41	This loops over your list twice because .filter().flatMap() makes two passes, so
js-tosorted-immutable	lib/gorgias/widgetData.ts:63:18	This wastes work because [...array].sort() copies the array just to sort it, so 
js-tosorted-immutable	lib/gorgias/widgetData.ts:793:18	This wastes work because [...array].sort() copies the array just to sort it, so 
js-index-maps	lib/engine/identityCluster.ts:581:25	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	lib/engine/identityCluster.ts:584:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
only-export-components	lib/evidence/pdf.tsx:484:23	Fast Refresh stops working when a file exports non-components.
prefer-dynamic-import	lib/evidence/pdf.tsx:11:1	"@react-pdf/renderer" ships extra code to your users up front & slows page load.
prefer-module-scope-static-value	lib/evidence/pdf.tsx:164:9	`colWidths` inside `PDFIdentityEvidenceTable` uses no local state but is rebuilt
prefer-module-scope-static-value	lib/evidence/pdf.tsx:188:9	`colWidths` inside `PDFOrderHistoryTable` uses no local state but is rebuilt eve
js-index-maps	lib/identity/matchScorer.ts:370:28	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	lib/identity/matchScorer.ts:389:27	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	lib/identity/matchScorer.ts:408:29	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-set-map-lookups	lib/identity/matchScorer.ts:526:17	This gets slow because array.indexOf() inside a loop scans the whole list every 
js-set-map-lookups	lib/identity/matchScorer.ts:527:15	This gets slow because array.indexOf() inside a loop scans the whole list every 
js-set-map-lookups	lib/engine/fastContext.ts:309:12	This gets slow because array.includes() inside a loop scans the whole list every
js-combine-iterations	lib/navigation/appRoutes.ts:205:10	This loops over your list twice because .filter().map() makes two passes, so do 
js-combine-iterations	lib/navigation/appRoutes.ts:215:10	This loops over your list twice because .filter().map() makes two passes, so do 
js-index-maps	lib/engine/identityMatching.ts:142:22	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-combine-iterations	lib/customers/commerceOrders.ts:121:5	This loops over your list twice because .filter().map() makes two passes, so do 
js-combine-iterations	lib/customers/commerceOrders.ts:126:5	This loops over your list twice because .filter().map() makes two passes, so do 
js-set-map-lookups	lib/customers/narrative.ts:38:9	This gets slow because array.includes() inside a loop scans the whole list every
js-combine-iterations	lib/evidence/buildPackage.ts:140:23	This loops over your list twice because .map().filter() makes two passes, so do 
js-index-maps	lib/csv/headerAliases.ts:566:19	This gets slow as your list grows because array.findIndex() runs inside a loop, 
js-combine-iterations	lib/csv/headerAliases.ts:577:21	This loops over your list twice because .map().filter() makes two passes, so do 
js-combine-iterations	lib/processing/worker.ts:468:17	This loops over your list twice because .filter().map() makes two passes, so do 
js-index-maps	lib/processing/worker.ts:850:15	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-combine-iterations	lib/support/intake/identityLinking.ts:124:7	This loops over your list twice because .filter().map() makes two passes, so do 
async-defer-await	lib/supabase/merchantHelpers.ts:241:3	This await blocks the function before an early-return that doesn't use the await
js-flatmap-filter	lib/supabase/merchantHelpers.ts:512:7	This loops over your list twice because .map().filter(Boolean) makes two passes,
async-defer-await	lib/supabase/merchantHelpers.ts:727:3	This await blocks the function before an early-return that doesn't use the await
js-flatmap-filter	lib/processing/clusterExpansion.ts:533:26	This loops over your list twice because .map().filter(Boolean) makes two passes,
js-set-map-lookups	lib/processing/clusterExpansion.ts:607:34	This gets slow because array.includes() inside a loop scans the whole list every
js-set-map-lookups	lib/processing/clusterExpansion.ts:631:9	This gets slow because array.includes() inside a loop scans the whole list every
js-set-map-lookups	lib/processing/clusterExpansion.ts:632:10	This gets slow because array.includes() inside a loop scans the whole list every
js-flatmap-filter	lib/processing/clusterExpansion.ts:649:30	This loops over your list twice because .map().filter(Boolean) makes two passes,
js-set-map-lookups	lib/shopify/profileLinking.ts:115:55	This gets slow because array.includes() inside a loop scans the whole list every
async-parallel	lib/shopify/profileLinking.ts:139:3	These 4 sequential await statements run one after another even though they look 
js-index-maps	lib/shopify/profileLinking.ts:257:25	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-combine-iterations	lib/shopify/profileLinking.ts:304:30	This loops over your list twice because .map().filter() makes two passes, so do 
js-index-maps	lib/support/intake/tagClaimDetection.ts:151:21	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-set-map-lookups	lib/support/intake/tagClaimDetection.ts:151:57	This gets slow because array.includes() inside a loop scans the whole list every
js-set-map-lookups	lib/support/gorgias/accountIdentity.ts:140:17	This gets slow because array.includes() inside a loop scans the whole list every
js-combine-iterations	lib/support/intake/claimSummary.ts:100:10	This loops over your list twice because .filter().map() makes two passes, so do 
rerender-memo-with-default-value	registry/magicui/dotted-map.tsx:39:13	This keeps redrawing children that compare props because default prop value [] m
js-combine-iterations	lib/support/intake/normalizeTicket.ts:561:10	This loops over your list twice because .filter().map() makes two passes, so do 
js-flatmap-filter	lib/support/intake/normalizeTicket.ts:599:25	This loops over your list twice because .map().filter(Boolean) makes two passes,
js-set-map-lookups	synthetic-lab/common.ts:263:16	This gets slow because array.indexOf() inside a loop scans the whole list every 
js-index-maps	synthetic-lab/evaluate.ts:240:27	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-set-map-lookups	synthetic-lab/evaluate.ts:244:17	This gets slow because array.indexOf() inside a loop scans the whole list every 
js-index-maps	synthetic-lab/evaluate.ts:265:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:274:30	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:288:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:289:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:291:60	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:292:60	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:297:23	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:305:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-index-maps	synthetic-lab/evaluate.ts:659:18	This gets slow as your list grows because array.find() runs inside a loop, so bu
js-combine-iterations	synthetic-lab/evaluate.ts:682:25	This loops over your list twice because .filter().map() makes two passes, so do 
js-set-map-lookups	synthetic-lab/evaluate.ts:683:92	This gets slow because array.includes() inside a loop scans the whole list every
js-set-map-lookups	synthetic-lab/evaluate.ts:686:108	This gets slow because array.includes() inside a loop scans the whole list every
js-set-map-lookups	synthetic-lab/iterate.ts:167:57	This gets slow because array.includes() inside a loop scans the whole list every
js-combine-iterations	synthetic-lab/iterate.ts:243:20	This loops over your list twice because .map().filter() makes two passes, so do 
js-flatmap-filter	synthetic-lab/iterate.ts:355:17	This loops over your list twice because .map().filter(Boolean) makes two passes,
js-set-map-lookups	synthetic-lab/iterate.ts:528:21	This gets slow because array.includes() inside a loop scans the whole list every
unused-export	components/inbox/inboxQueueFilters.ts:29:7	Unused export: `queueMeta`
unused-export	components/ui/KbdHint.tsx:7:7	Unused export: `KbdHint`
unused-export	components/ui/SignalBadge.tsx:39:7	Unused export: `SignalBadge`
