severity,category,plugin,rule,filePath,line,column,title,message,help
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,223,46,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,226,35,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,226,54,Wide letter spacing on body text,"Your users find body text harder to read at 0.08em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,241,35,Text is too small,"Your users strain to read 8px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,256,52,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,259,41,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,267,41,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,277,45,Text is too small,"Your users strain to read 8px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,286,35,Text is too small,"Your users strain to read 8px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,300,41,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,317,41,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,357,37,Text is too small,"Your users strain to read 7.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,364,22,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,365,37,Text is too small,"Your users strain to read 9.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,401,33,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,407,44,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,412,41,Text is too small,"Your users strain to read 11.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,415,41,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,433,44,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,436,44,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,454,39,Text is too small,"Your users strain to read 10px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,462,50,Text is too small,"Your users strain to read 9.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,466,52,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Performance,react-doctor,js-combine-iterations,app/(public)/landing/_components/MerchantDashboard.tsx,508,8,Chained array iterations,"This loops over your list twice because .filter().map() makes two passes, so do it in one pass with .reduce() or a for...of loop","Combine `.map().filter()` style chains into one pass with `.reduce()` or a `for...of` loop, so you only loop over the list once"
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,557,57,Wide letter spacing on body text,"Your users find body text harder to read at 0.10em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,566,24,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,583,50,Text is too small,"Your users strain to read 9.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,583,90,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,588,48,Text is too small,"Your users strain to read 9.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,588,88,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Bugs,react-doctor,button-has-type,app/(public)/landing/_components/MerchantDashboard.tsx,589,14,Button missing explicit type,Your users can submit the form by accident because a `<button>` with no `type` defaults to submit.,"Always set a `type` on a `<button>`: `type=undefinedbuttonundefined`, `undefinedsubmitundefined`, or `undefinedresetundefined`."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,590,22,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,591,37,Text is too small,"Your users strain to read 9.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,593,38,Wide letter spacing on body text,"Your users find body text harder to read at 0.08em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Performance,react-doctor,no-array-index-key,app/(public)/landing/_components/MerchantDashboard.tsx,610,18,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,no-array-index-as-key,app/(public)/landing/_components/MerchantDashboard.tsx,610,18,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,613,39,Text is too small,"Your users strain to read 8px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,632,54,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,635,49,Text is too small,"Your users strain to read 8px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,650,20,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,657,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,660,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,668,26,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,669,41,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,669,60,Wide letter spacing on body text,"Your users find body text harder to read at 0.07em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,694,48,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,697,48,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,719,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,722,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,722,88,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Performance,react-doctor,no-array-index-key,app/(public)/landing/_components/MerchantDashboard.tsx,725,53,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,no-array-index-as-key,app/(public)/landing/_components/MerchantDashboard.tsx,725,53,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,732,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,744,43,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,753,54,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,769,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,772,50,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,778,50,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,779,50,Text is too small,"Your users strain to read 8.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/_components/MerchantDashboard.tsx,788,16,Too many inline style properties,"This inline style has 8 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,802,60,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,802,100,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/MerchantDashboard.tsx,807,44,Text is too small,"Your users strain to read 9px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/_components/MerchantDashboard.tsx,807,84,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/AuditForm.tsx,45,11,Text is too small,"Your users strain to read 10.5px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Accessibility,react-doctor,control-has-associated-label,app/(public)/landing/AuditForm.tsx,57,9,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/AuditForm.tsx,63,18,Too many inline style properties,"This inline style has 10 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Accessibility,react-doctor,no-outline-none,app/(public)/landing/AuditForm.tsx,72,13,outline:none removes focus ring,"Your keyboard users can't tell where they are because outline: none hides the focus ring, so style :focus-visible instead, or add a box-shadow focus ring.",Style `:focus-visible { outline: 2px solid var(--color-accent); outline-offset: 2px }` so the focus ring shows for keyboard users but not mouse clicks.
warning,Accessibility,react-doctor,click-events-have-key-events,app/(public)/landing/AuditForm.tsx,81,8,Click handler missing keyboard handler,"Keyboard users can't trigger this click handler because there's no keyboard one, so add `onKeyUp`, `onKeyDown`, or `onKeyPress`.",Pair `onClick` with a key handler so keyboard users can trigger it.
warning,Accessibility,react-doctor,no-static-element-interactions,app/(public)/landing/AuditForm.tsx,81,8,Interaction on static element,"Screen reader users can't tell this click handler is interactive because it has no `role`, so add a `role` or use a button or link.","Give clickable static elements a `role`, or use a button or link."
warning,Accessibility,react-doctor,control-has-associated-label,app/(public)/landing/AuditForm.tsx,104,9,Control missing accessible label,"Blind users can't tell what this control does because screen readers find no label, so add visible text, `aria-label`, or `aria-labelledby`.",Give every interactive control a label screen readers can read.
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/AuditForm.tsx,114,13,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,no-wide-letter-spacing,app/(public)/landing/AuditForm.tsx,117,13,Wide letter spacing on body text,"Your users find body text harder to read at 0.06em letter spacing, so save wide spacing for short uppercase labels.","Save wide letter-spacing (over 0.05em) for short uppercase labels, nav items, and buttons, not body text."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/landing/AuditForm.tsx,128,16,Too many inline style properties,"This inline style has 14 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Performance,react-doctor,no-layout-transition-inline,app/(public)/audit-demo/AuditDemoClient.tsx,51,13,Animating layout properties,"Your users see janky, stuttering animation because undefinedwidthundefined relayouts the page every frame, so animate transform & opacity instead.","Animate `transform` and `opacity` instead, since they're cheap for the browser. For height, animate `grid-template-rows` from `0fr` to `1fr`."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/audit-demo/AuditDemoClient.tsx,72,14,Too many inline style properties,"This inline style has 10 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Performance,react-doctor,no-transition-all,app/(public)/audit-demo/AuditDemoClient.tsx,82,9,transition: all animates everything,"This can stutter because transition: undefinedallundefined animates every property, even slow layout ones, so list only the properties you actually change","List the specific properties: `transition: undefinedopacity 200ms, transform 200msundefined`. In Tailwind, use `transition-colors`, `transition-opacity`, or `transition-transform`"
warning,Maintainability,react-doctor,no-giant-component,app/(public)/audit-demo/AuditDemoClient.tsx,91,25,Component is too large,"Component undefinedAuditDemoClientundefined is 323 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Bugs,react-doctor,prefer-useReducer,app/(public)/audit-demo/AuditDemoClient.tsx,91,91,Many related useState calls,"8 useState calls in undefinedAuditDemoClientundefined can each trigger a separate render.","Group related state: `const [state, dispatch] = useReducer(reducer, { field1, field2, ... })`"
warning,Bugs,react-doctor,client-localstorage-no-version,app/(public)/audit-demo/AuditDemoClient.tsx,144,7,Unversioned localStorage key,"sessionStorage.setItem(undefinedauditDemoContextundefined, JSON.stringify(...)) has no version, so changing the data shape later crashes your users' saved sessions. Add one to the key (e.g. undefinedauditDemoContext:v1undefined).","Put a version in the storage key (e.g. undefinedmyKey:v1undefined). If you change the data shape later, old saved data can be ignored instead of crashing the app."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(public)/audit-demo/AuditDemoClient.tsx,362,30,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,no-inline-exhaustive-style,app/(public)/audit-demo/AuditDemoClient.tsx,368,38,Too many inline style properties,"This inline style has 13 properties, which is hard to read & rebuilds every render. Move it to a CSS class, CSS module, or styled component.","Move the styles to a CSS class, CSS module, Tailwind utilities, or a styled component. Big inline objects are hard to read and rebuild on every update."
warning,Bugs,react-doctor,nextjs-no-img-element,app/(app)/settings/integrations/chrome/page.tsx,42,11,Plain img element,"Plain <img> ships unoptimized, oversized images to your users.","`import Image from 'next/image'` for automatic WebP/AVIF, lazy loading, and responsive srcset"
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(app)/settings/integrations/chrome/page.tsx,53,76,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,no-giant-component,app/(app)/reports/page.tsx,203,31,Component is too large,"Component undefinedReportsPageundefined is 569 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Bugs,react-doctor,server-sequential-independent-await,app/(app)/reports/page.tsx,215,3,Sequential independent awaits,"This await doesn't use the previous result, so your users wait twice as long for nothing.",These two awaits don't depend on each other. Wrap them in `Promise.all([...])` so they run at the same time.
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(app)/reports/page.tsx,496,113,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(app)/reports/page.tsx,603,78,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Performance,react-doctor,jsx-no-jsx-as-prop,app/(app)/reports/page.tsx,766,7,JSX element passed as a prop,This child redraws every render because the prop gets brand new JSX each time.,"Move the JSX outside the component, or wrap it in `useMemo`."
warning,Maintainability,react-doctor,no-giant-component,app/(app)/chargebacks/[id]/page.tsx,20,31,Component is too large,"Component undefinedEvidenceDetailPageundefined is 317 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Performance,react-doctor,no-array-index-key,app/(app)/chargebacks/[id]/page.tsx,256,20,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,no-array-index-as-key,app/(app)/chargebacks/[id]/page.tsx,256,20,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(app)/chargebacks/[id]/page.tsx,257,30,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
warning,Performance,react-doctor,no-array-index-key,app/(app)/chargebacks/[id]/page.tsx,291,17,Array index used as a key,Your users can see & submit the wrong data when this list reorders.,Use a stable `key` from your data instead of the array index.
warning,Bugs,react-doctor,no-array-index-as-key,app/(app)/chargebacks/[id]/page.tsx,291,17,Array index used as a key,"Your users can see & submit the wrong data when this list reorders or filters, so use a stable id like `key={item.id}`, not the array index undefinediundefined.","Use a stable id from the item, like `key={item.id}` or `key={item.slug}`. Index keys break when the list reorders or filters."
warning,Performance,react-doctor,async-await-in-loop,app/api/audit/[runId]/export/route.ts,102,38,await inside a loop,"This makes the for-loop slow because each await runs one after another, so collect the independent calls & run them together with `await Promise.all(items.map(...))`","Collect the items, then use `await Promise.all(items.map(...))` so independent work runs at the same time"
warning,Maintainability,react-doctor,prefer-module-scope-static-value,app/api/audit/[runId]/export/route.ts,122,9,Static value rebuilt every render,"`headers` inside `GETHandler` uses no local state but is rebuilt every render, so it looks new each time & breaks memoized children. Move it to the top of the file, outside the component.","Move the value above the component, at the top of the file. It doesn't use local state, so rebuilding it each update is wasted and makes it look new every time."
warning,Maintainability,react-doctor,prefer-module-scope-static-value,app/(public)/landing/_components/VerdictTicker.tsx,67,9,Static value rebuilt every render,"`doubled` inside `VerdictTicker` uses no local state but is rebuilt every render, so it looks new each time & breaks memoized children. Move it to the top of the file, outside the component.","Move the value above the component, at the top of the file. It doesn't use local state, so rebuilding it each update is wasted and makes it look new every time."
error,Security,react-doctor,nextjs-no-side-effect-in-get-handler,app/api/lookup/route.ts,31,1,Side effect in GET handler,"This GET handler's side effect (.insert()) is prone to CSRF vulnerabilities, since prefetching or a forged request can trigger it.",GET requests can be prefetched and are open to CSRF. Move the side effect to a POST handler.
warning,Bugs,react-doctor,no-derived-useState,app/(public)/landing/_components/TypedText.tsx,20,29,Prop derived into useState,"Your users see a stale value when prop undefinedtextundefined changes because useState copies it once.",Remove useState and compute the value inline: `const value = transform(propName)`
warning,Maintainability,react-doctor,no-giant-component,app/(public)/landing/_components/PipelineTabs.tsx,45,25,Component is too large,"Component undefinedPipelineTabsundefined is 350 lines long, which is hard to read & change. Split it into a few smaller components.","Pull each section into its own component, like `<UserHeader />` and `<UserActions />`."
warning,Accessibility,react-doctor,no-tiny-text,app/(public)/landing/_components/PipelineTabs.tsx,105,33,Text is too small,"Your users strain to read 11px text, so use at least 12px for body text, & 16px is best.","Use at least 12px for body text, and 16px is best. Small text is hard to read, especially on phones."
warning,Maintainability,react-doctor,design-no-em-dash-in-jsx-text,app/(public)/landing/_components/PipelineTabs.tsx,108,14,Em dash in JSX text,Em dash (—) in UI text reads like AI output to your users.,"Replace em dashes in UI text with commas, colons, semicolons, or parentheses so the copy reads less like AI output."
